Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Midsouth,Weekly,9/6/2020 0:00,Conventional,0.97,4731481.11,1444736.47,1029557.11,22384.22,2234803.31,1416319.82,779607.03,38876.46
Midsouth,Weekly,8/30/2020 0:00,Conventional,0.95,4854205.08,1519392.03,979510.28,30159.95,2325142.82,1537925.94,701870.47,85346.41
Midsouth,Weekly,8/23/2020 0:00,Conventional,0.98,4910907.62,1502706.33,961251.08,33635.2,2413315.01,1603564.3,709508.87,100241.84
Midsouth,Weekly,8/16/2020 0:00,Conventional,1.04,4610055.05,1363210.91,948357.17,37088.66,2261398.31,1554091.86,597119.53,110186.92
Nashville,Weekly,9/6/2020 0:00,Conventional,0.86,318484.12,129709.39,14604.21,15.73,174154.79,128015.89,40832.41,5306.49
Nashville,Weekly,8/30/2020 0:00,Conventional,0.83,315704.92,110228.83,21777.54,42.56,183655.99,123443.23,54824.01,5388.75
Nashville,Weekly,8/23/2020 0:00,Conventional,0.83,341485.14,125131.25,18090.77,148.95,198114.17,134113.85,58704.42,5295.9
Nashville,Weekly,8/16/2020 0:00,Conventional,0.8,326888.79,130400.26,7566.1,265.06,188657.37,166509.72,16025.28,6122.37
New Orleans/Mobile,Weekly,9/6/2020 0:00,Conventional,0.78,436688.26,168572.92,25379.18,813.01,241923.15,158213.19,69057.73,14652.23
New Orleans/Mobile,Weekly,8/30/2020 0:00,Conventional,0.84,382149.59,155786.26,27754.72,599.04,198009.57,138218.34,46542.34,13248.89
New Orleans/Mobile,Weekly,8/23/2020 0:00,Conventional,0.82,452196.41,173721.91,30159.53,736.11,247578.86,189245.75,43670.89,14662.22
New Orleans/Mobile,Weekly,8/16/2020 0:00,Conventional,0.85,410864.39,163216.27,28086.19,618.09,218943.84,166690.27,37424.69,14828.88
New York,Weekly,9/6/2020 0:00,Conventional,1.09,2454855.84,72130.55,1564749.8,2680.49,815295,583789.55,228511.87,2993.58
New York,Weekly,8/30/2020 0:00,Conventional,1.11,2387067.24,70062.5,1431206.16,13648.12,872150.46,572821.35,292229.89,7099.22
New York,Weekly,8/23/2020 0:00,Conventional,1.1,2431947.64,72823.52,1436557.5,14006.79,908559.83,604033.4,287251.2,17275.23
New York,Weekly,8/16/2020 0:00,Conventional,1.13,2556025.85,75412.69,1509226.71,19101.29,952285.16,602465.73,341224.74,8594.69
Northeast,Weekly,9/6/2020 0:00,Conventional,1.12,6697304.71,624674.43,3830295.93,17981.09,2224353.26,1669765.32,535747.19,18840.75
Northeast,Weekly,8/30/2020 0:00,Conventional,1.08,6939695.2,593967.86,3802954.54,35503.87,2507268.93,1897397.32,581275.31,28596.3
Northeast,Weekly,8/23/2020 0:00,Conventional,1.1,6853179.06,724869.58,3608339.02,32515.75,2487454.71,1784315.14,651309.76,51829.81
Northeast,Weekly,8/16/2020 0:00,Conventional,1.12,7038928.51,645635.75,3941445.56,37701.06,2414146.14,1684084.47,687771.64,42290.03
Northern New England,Weekly,9/6/2020 0:00,Conventional,1.14,599275.15,17186.93,432244.14,78.56,149765.52,85134.26,63061.88,1569.38
Northern New England,Weekly,8/30/2020 0:00,Conventional,0.88,872434.43,18487.12,623703.98,136.04,230107.29,195248.36,33106.66,1752.27
Northern New England,Weekly,8/23/2020 0:00,Conventional,1.05,629556.04,17830.62,431951.54,225.15,179548.73,137755.87,40221.08,1571.78
Northern New England,Weekly,8/16/2020 0:00,Conventional,1.04,655737.65,16623.84,503454.62,420.79,135238.4,87288.24,45492.38,2457.78
Orlando,Weekly,9/6/2020 0:00,Conventional,0.86,683333.81,312491.58,15441.12,116,355285.11,300559.22,40722.83,14003.06
Orlando,Weekly,8/30/2020 0:00,Conventional,0.89,605910.59,237636.44,12377.3,170.16,355726.69,297525.48,45303.3,12897.91
Orlando,Weekly,8/23/2020 0:00,Conventional,0.9,610228.37,234792.48,12931.89,300,362204,303115.6,48432.85,10655.55
Orlando,Weekly,8/16/2020 0:00,Conventional,0.93,586944.62,235960.4,12859,516.57,337608.65,278796.13,47599.19,11213.33
Philadelphia,Weekly,9/6/2020 0:00,Conventional,1,705157.02,139456.24,278582.28,283.13,286835.37,187553.25,97313.34,1968.78
Philadelphia,Weekly,8/30/2020 0:00,Conventional,1.01,710403.04,134621.58,273414.13,3360.58,299006.75,178452.78,115588.73,4965.24
Philadelphia,Weekly,8/23/2020 0:00,Conventional,0.97,768917.43,141698.82,289906.82,3552.49,333759.3,168131.25,153583.89,12044.16
Philadelphia,Weekly,8/16/2020 0:00,Conventional,1.02,742146.92,148519.77,274338.42,4382.72,314906.01,194549.45,113352.21,7004.35
Phoenix/Tucson,Weekly,9/6/2020 0:00,Conventional,0.75,1628136.64,498946.65,238720.53,4382.41,885976.87,280685.91,605015.89,275.07
Phoenix/Tucson,Weekly,8/30/2020 0:00,Conventional,0.74,1645667.77,500044.19,214440.07,2157.03,928917.45,270330.52,653582.81,5004.12
Phoenix/Tucson,Weekly,8/23/2020 0:00,Conventional,0.9,1320177.04,338425.58,192674.81,1595.86,787337.37,307267.75,479111.36,958.26
Phoenix/Tucson,Weekly,8/16/2020 0:00,Conventional,0.81,1505022.36,422508.64,181820.79,3811.61,896736.14,289482.02,606855.29,398.83
Pittsburgh,Weekly,9/6/2020 0:00,Conventional,0.93,207537.1,61408.31,14940.12,46.1,131142.57,109563,20335.27,1244.3
Pittsburgh,Weekly,8/30/2020 0:00,Conventional,1.15,146250.67,37357.08,13575.82,51,95266.77,76405.95,18283.32,577.5
Pittsburgh,Weekly,8/23/2020 0:00,Conventional,1.14,149342.12,39155.83,13717.96,45,96423.33,75212.23,19906.24,1304.86
Pittsburgh,Weekly,8/16/2020 0:00,Conventional,1.12,150826.97,37469.04,13920,43.9,99394.03,76490.85,20274.58,2628.6
Plains,Weekly,9/6/2020 0:00,Conventional,0.97,2482145.12,926504.14,511344.39,3558.35,1040738.24,882557.96,82830.16,75350.12
Plains,Weekly,8/30/2020 0:00,Conventional,0.96,2486870.3,959507.24,456261.22,2852.13,1068249.71,866469.08,121766.79,80013.84
Plains,Weekly,8/23/2020 0:00,Conventional,0.84,2944017.51,1460272.63,470568.8,2483.93,1010692.15,801090.06,130092.59,79509.5
Plains,Weekly,8/16/2020 0:00,Conventional,0.96,2660473.31,1002141.5,659426.83,2542.47,996362.51,801263.43,107147.42,87951.66
Portland,Weekly,9/6/2020 0:00,Conventional,1.03,864773.82,131930.8,92845.82,3722,636275.2,382224.8,230274.41,23775.99
Portland,Weekly,8/30/2020 0:00,Conventional,1.04,880377.13,128717.16,104224.77,3654.29,643780.91,337940.11,289316.57,16524.23
Portland,Weekly,8/23/2020 0:00,Conventional,1.12,794465.54,126761.98,80266.73,4091.97,583344.86,328586.5,237187.42,17570.94
Portland,Weekly,8/16/2020 0:00,Conventional,1.06,835001.48,128864.03,90439.61,4851.27,610846.57,316164,272500.44,22182.13
Raleigh/Greensboro,Weekly,9/6/2020 0:00,Conventional,1.03,497707.76,228312.16,83676.24,4946.84,180772.52,112578.33,68177.52,16.67
Raleigh/Greensboro,Weekly,8/30/2020 0:00,Conventional,0.93,521666.68,242264.74,89180.13,5487.92,184733.89,120865.87,63845.8,22.22
Raleigh/Greensboro,Weekly,8/23/2020 0:00,Conventional,1.01,518660.66,233617.37,88326.01,6017.2,190700.08,127348.34,63338.41,13.33
Raleigh/Greensboro,Weekly,8/16/2020 0:00,Conventional,1.09,490525.22,184235.7,93486.31,6491.84,206311.37,137125.5,69179.21,6.66
Richmond/Norfolk,Weekly,9/6/2020 0:00,Conventional,0.96,373138.6,86139.04,106500.44,1267.29,179231.83,135225.56,42706.69,1299.58
Richmond/Norfolk,Weekly,8/30/2020 0:00,Conventional,0.81,426371.86,100158.87,116033.41,1252.25,208927.33,154100.16,50751.54,4075.63
Richmond/Norfolk,Weekly,8/23/2020 0:00,Conventional,0.89,412961.91,98321.26,105991.01,1347.75,207301.89,160901.86,42559.5,3840.53
Richmond/Norfolk,Weekly,8/16/2020 0:00,Conventional,0.98,378704.99,88652.99,97477.23,1652.26,190922.51,135749.86,51671.35,3501.3
Roanoke,Weekly,9/6/2020 0:00,Conventional,0.89,237147.59,82063.35,28990.86,40.98,126052.4,90004.33,33821.12,2226.95
Roanoke,Weekly,8/30/2020 0:00,Conventional,0.78,277041.82,100471.78,29406.99,33.05,147130,113225.13,30856.84,3048.03
Roanoke,Weekly,8/23/2020 0:00,Conventional,0.82,272837.09,97521.25,29018.24,42.73,146254.87,110469.96,32456.56,3328.35
Roanoke,Weekly,8/16/2020 0:00,Conventional,0.92,232116.97,74671.94,30593.64,46.67,126804.72,88679.51,34689.1,3436.11
Sacramento,Weekly,9/6/2020 0:00,Conventional,1.35,584674.22,184350.78,184094.23,2685.74,213543.47,133734.2,65764.64,14044.63
Sacramento,Weekly,8/30/2020 0:00,Conventional,1.04,640303.86,157736.62,239449.32,2480.02,240637.9,122750.75,105924.96,11962.19
Sacramento,Weekly,8/23/2020 0:00,Conventional,1.35,586665.62,183159.29,188092.6,3104.96,212308.77,133657.17,70541.1,8110.5
Sacramento,Weekly,8/16/2020 0:00,Conventional,1.01,710072.45,171448.26,290283.91,3465.41,244874.87,123292.31,121516.06,66.5
San Diego,Weekly,9/6/2020 0:00,Conventional,1.05,762047.02,148114.09,30999.48,11574.35,571359.1,342257.05,202255.5,26846.55
San Diego,Weekly,8/30/2020 0:00,Conventional,1.1,706689.16,142522.54,40197.49,13070.64,510898.49,278167.05,218838.44,13893
San Diego,Weekly,8/23/2020 0:00,Conventional,0.94,835128.58,147982.66,44510.58,13185.54,629449.8,283690.94,328214.11,17544.75
San Diego,Weekly,8/16/2020 0:00,Conventional,1.15,698527.15,127921.78,37191.07,14233.63,519180.67,287351.87,211702.47,20126.33
San Francisco,Weekly,9/6/2020 0:00,Conventional,1.45,972811.44,268105.86,188684.16,4722.69,511298.73,222554.33,218073.16,70671.24
San Francisco,Weekly,8/30/2020 0:00,Conventional,1.21,1105501.27,201890.12,250475.66,5132.74,648002.75,204889,400822.63,42291.12
San Francisco,Weekly,8/23/2020 0:00,Conventional,1.4,1092759.05,335078.66,217608.72,6208.54,533863.13,221257.52,277250.09,35355.52
San Francisco,Weekly,8/16/2020 0:00,Conventional,1.15,1265758.56,245258.45,399966.14,6442.18,614091.79,213076.74,400914.53,100.52
Seattle,Weekly,9/6/2020 0:00,Conventional,1.3,714489.67,88556.47,112795.72,1337.74,511799.74,248193.37,263251.03,355.34
Seattle,Weekly,8/30/2020 0:00,Conventional,1.21,760045.66,85848.24,122691.76,2369.78,549135.88,223688.29,314372.24,11075.35
Seattle,Weekly,8/23/2020 0:00,Conventional,1.3,703700,90843.7,94866.61,2600.71,515388.98,224514.93,273425.73,17448.32
Seattle,Weekly,8/16/2020 0:00,Conventional,1.41,695484.17,85223.63,87456.15,542.74,522261.65,226351.74,295697.06,212.85
South Carolina,Weekly,9/6/2020 0:00,Conventional,0.97,617475.23,288161.06,51122.78,2199.02,275992.37,214175.77,50268.87,11547.73
South Carolina,Weekly,8/30/2020 0:00,Conventional,0.95,590670.93,261712.31,54220.02,2478.82,272259.78,206985.03,52704.77,12569.98
South Carolina,Weekly,8/23/2020 0:00,Conventional,0.98,594775.68,274766.97,51350.76,2820.85,265837.1,201357.56,49306.24,15173.3
South Carolina,Weekly,8/16/2020 0:00,Conventional,0.98,597019.84,285235.43,49816.61,3694.05,258273.75,190814.9,52929.4,14529.45
South Central,Weekly,9/6/2020 0:00,Conventional,0.75,8696217.9,3195011.38,773756.69,353495.3,4373954.53,2630347.89,1688515.25,55091.39
South Central,Weekly,8/30/2020 0:00,Conventional,0.73,8587518.18,3229454.39,963477,266996.25,4127590.54,2464059.53,1609494.31,54036.7
South Central,Weekly,8/23/2020 0:00,Conventional,0.74,9131405.98,3174093.38,1007663.32,286275.78,4663373.5,2911373.18,1693022.9,58977.42
South Central,Weekly,8/16/2020 0:00,Conventional,0.79,8462272.46,3255105.85,811686.87,225678.76,4169800.98,2768845.35,1339930.44,61025.19
Southeast,Weekly,9/6/2020 0:00,Conventional,0.87,6582004.86,3088489.76,233499.13,3764.34,3256251.63,2851491.69,314796.23,89963.71
Southeast,Weekly,8/30/2020 0:00,Conventional,0.89,5928631.78,2469997.35,222541.72,4452.87,3231639.84,2811370.38,327091.7,93177.76
Southeast,Weekly,8/23/2020 0:00,Conventional,0.9,5979236.49,2563213.49,211417.44,5662.2,3198943.36,2725078.33,386689.04,87175.99
Southeast,Weekly,8/16/2020 0:00,Conventional,0.92,5771319.56,2520111.11,210231.05,7946.68,3033030.72,2550393.12,388076.82,94560.78
Spokane,Weekly,9/6/2020 0:00,Conventional,1.14,129715.65,21397.2,13840.24,13.49,94464.72,51882.19,42531.66,50.87
Spokane,Weekly,8/30/2020 0:00,Conventional,1.09,130918.91,20127.6,15911.31,94.23,94785.77,48768.79,45968.12,48.86
Spokane,Weekly,8/23/2020 0:00,Conventional,1.17,118259.58,23278.59,11438.76,57.85,83484.38,47259.08,36197.12,28.18
Spokane,Weekly,8/16/2020 0:00,Conventional,1.18,132092.14,22592.76,15607.72,35.83,93855.83,46152.95,47694.79,8.09
St. Louis,Weekly,9/6/2020 0:00,Conventional,0.96,253952.39,117719.22,11917.15,204.55,124111.47,109526.47,2528.58,12056.42
St. Louis,Weekly,8/30/2020 0:00,Conventional,0.92,256797.91,118618.32,15258.47,243.65,122677.47,104603.56,3401.65,14672.26
St. Louis,Weekly,8/23/2020 0:00,Conventional,0.9,272169.71,132907.38,14811.65,336.28,124114.4,105292.01,5066.22,13756.17
St. Louis,Weekly,8/16/2020 0:00,Conventional,0.91,273125.49,130125.2,14634.95,302.71,128062.63,111669.14,2464.85,13928.64
Syracuse,Weekly,9/6/2020 0:00,Conventional,1.17,92491.96,12220.36,41553.12,763.81,37954.67,33963.49,3097.85,893.33
Syracuse,Weekly,8/30/2020 0:00,Conventional,1.03,94361.11,11227.12,43379.46,876.09,38878.44,35743.22,2246.33,888.89
Syracuse,Weekly,8/23/2020 0:00,Conventional,0.99,102100.28,19595.64,39091.52,876.48,42536.64,32995.82,8004.71,1536.11
Syracuse,Weekly,8/16/2020 0:00,Conventional,0.98,109301.45,10931.51,51609.49,642.01,46118.44,38306.89,6342.67,1468.88
Tampa,Weekly,9/6/2020 0:00,Conventional,0.83,696927.89,295153.76,19274.9,150.36,382348.87,340468.87,28822.22,13057.78
Tampa,Weekly,8/30/2020 0:00,Conventional,0.86,616025.63,237659.9,16223.09,199.72,361942.92,320681.27,30419.42,10842.23
Tampa,Weekly,8/23/2020 0:00,Conventional,0.87,618398.92,240205.38,16536.74,280.7,361376.1,297355.57,54461.64,9558.89
Tampa,Weekly,8/16/2020 0:00,Conventional,0.91,589045.23,232023.54,17064.56,337.46,339619.67,272396.08,53898.04,13325.55
Total U.S.,Weekly,9/6/2020 0:00,Conventional,0.97,51000908.97,14687222.55,8956685.23,793982.21,26562812.83,17244012.23,8568613.62,750186.98
Total U.S.,Weekly,8/30/2020 0:00,Conventional,0.95,50629756.96,14004360.25,9228077.74,810538.58,26586634.69,16888980.07,9010325.93,687328.69
Total U.S.,Weekly,8/23/2020 0:00,Conventional,0.96,51973374,14803098.88,8762148.92,852990.92,27554963.14,17865770.22,8887592.24,801600.68
Total U.S.,Weekly,8/16/2020 0:00,Conventional,0.98,50813602.8,14074482.21,9665480.61,793920.82,26279531.01,16868011.74,8677563.53,733955.74
West,Weekly,9/6/2020 0:00,Conventional,0.95,9026449.59,1975837.16,1152252.54,33199.6,5864954.14,2726358.78,3060566.48,78028.88
West,Weekly,8/30/2020 0:00,Conventional,0.95,8897935.08,1943746.06,1101056.55,50947.46,5802039.31,2630638.28,3080371.64,91029.39
West,Weekly,8/23/2020 0:00,Conventional,1.04,8151499.26,1753479.01,928329.9,52149.53,5417368.68,2694765.31,2623973,98630.37
West,Weekly,8/16/2020 0:00,Conventional,1,8614759.4,1905136.01,956037.84,42263.94,5711133.46,2657528.61,2969832.67,83772.18
West Tex/New Mexico,Weekly,9/6/2020 0:00,Conventional,0.75,1212992.28,397029.46,76486.29,39407.07,700069.46,482659.19,215394.65,2015.62
West Tex/New Mexico,Weekly,8/30/2020 0:00,Conventional,0.74,1167403.48,359667.76,90075.08,94359.51,623301.13,410053.17,211707.43,1540.53
West Tex/New Mexico,Weekly,8/23/2020 0:00,Conventional,0.78,1146408.92,337881.77,86082.91,90090.3,632353.94,438194.93,186737.47,7421.54
West Tex/New Mexico,Weekly,8/16/2020 0:00,Conventional,0.8,1167955.85,389466.75,72055.49,53653.28,652780.33,429405.31,221564.84,1810.18
Albany,Weekly,9/6/2020 0:00,Organic,1.66,2587.8,27.32,423.11,0,2137.37,856.22,1281.15,0
Albany,Weekly,8/30/2020 0:00,Organic,1.63,2734.38,33.06,526.59,0,2174.73,1255.18,919.55,0
Albany,Weekly,8/23/2020 0:00,Organic,1.76,2552.45,24.54,606.06,0,1921.85,654.11,1267.74,0
Albany,Weekly,8/16/2020 0:00,Organic,1.79,2537.41,46.92,629.68,0,1860.81,445.07,1415.74,0
Atlanta,Weekly,9/6/2020 0:00,Organic,1.7,30675.68,87.09,2331.1,0,28257.49,5368.89,22888.6,0
Atlanta,Weekly,8/30/2020 0:00,Organic,1.55,30377.23,98.4,2920.45,0,27358.38,3497.74,23860.64,0
Atlanta,Weekly,8/23/2020 0:00,Organic,1.62,35468.96,61.22,3065.91,0,32341.83,5401.79,26940.04,0
Atlanta,Weekly,8/16/2020 0:00,Organic,1.73,36775.19,116.84,2771.7,0,33886.65,6459.29,27427.36,0
Baltimore/Washington,Weekly,9/6/2020 0:00,Organic,1.69,41491.26,662.61,4353.4,6.56,36468.69,30992.62,5476.07,0
Baltimore/Washington,Weekly,8/30/2020 0:00,Organic,1.69,49240.29,630.9,4558.84,6.6,44043.95,37668.95,6375,0
Baltimore/Washington,Weekly,8/23/2020 0:00,Organic,1.72,44012.32,780.6,5253.88,27.78,37950.06,31855.7,6094.36,0
Baltimore/Washington,Weekly,8/16/2020 0:00,Organic,1.76,57384.04,734.8,5067.08,7.98,51574.18,44276.86,7297.32,0
Boise,Weekly,9/6/2020 0:00,Organic,1.76,7183.23,0,680.04,0,6503.19,1696.67,4806.52,0
Boise,Weekly,8/30/2020 0:00,Organic,1.69,6901.15,16.07,590.65,0,6294.43,1838.89,4455.54,0
Boise,Weekly,8/23/2020 0:00,Organic,1.79,6616.88,9.38,625.47,1.34,5980.69,1574.27,4406.42,0
Boise,Weekly,8/16/2020 0:00,Organic,1.74,6938.29,8.09,705.51,0,6224.69,2459.56,3765.13,0
Boston,Weekly,9/6/2020 0:00,Organic,1.93,36175.16,144.34,2215.12,0,33815.7,32786.65,1029.05,0
Boston,Weekly,8/30/2020 0:00,Organic,1.9,34221.11,178.44,2371.42,0,31671.25,30398.3,1272.95,0
Boston,Weekly,8/23/2020 0:00,Organic,1.89,34696.94,85.36,2215.39,0,32396.19,30854.44,1541.75,0
Boston,Weekly,8/16/2020 0:00,Organic,1.88,36404.05,152.98,2053.38,0,34197.69,32389.1,1808.59,0
Buffalo/Rochester,Weekly,9/6/2020 0:00,Organic,1.54,13940.47,756.67,152.83,0,13030.97,12966.5,64.47,0
Buffalo/Rochester,Weekly,8/30/2020 0:00,Organic,1.5,15371.43,1044.77,199.86,0,14126.8,14052.29,74.51,0
Buffalo/Rochester,Weekly,8/23/2020 0:00,Organic,1.51,12523.82,687.55,162.74,0,11673.53,11664.59,8.94,0
Buffalo/Rochester,Weekly,8/16/2020 0:00,Organic,1.45,15244.17,774.47,258.16,0,14211.54,14196.96,14.58,0
California,Weekly,9/6/2020 0:00,Organic,1.84,370621.09,24188.93,21885.23,59.39,324487.54,183495.05,140992.49,0
California,Weekly,8/30/2020 0:00,Organic,1.84,332904.89,27654.41,22731.84,15.7,282502.94,169813.37,112689.57,0
California,Weekly,8/23/2020 0:00,Organic,1.8,349617.3,33602.79,22531.51,26.82,293456.18,196397.71,97058.47,0
California,Weekly,8/16/2020 0:00,Organic,1.85,356471.02,26016.47,21209.56,14.25,309230.74,190932.51,118298.23,0
Charlotte,Weekly,9/6/2020 0:00,Organic,1.65,14635.96,87.19,3662.19,40.24,10846.34,9875.5,970.84,0
Charlotte,Weekly,8/30/2020 0:00,Organic,1.62,16363.13,103.46,3902.73,62.01,12294.93,11349.23,945.7,0
Charlotte,Weekly,8/23/2020 0:00,Organic,1.71,17537.5,88.32,4371.93,58.26,13018.99,11070.39,1948.6,0
Charlotte,Weekly,8/16/2020 0:00,Organic,1.66,17258.43,150.03,4060.18,53.1,12995.12,11946.05,1049.07,0
Chicago,Weekly,9/6/2020 0:00,Organic,1.61,67673.83,589.84,4604.49,0,62479.5,14629.07,47850.43,0
Chicago,Weekly,8/30/2020 0:00,Organic,1.62,71663.29,833.65,8676.02,0,62153.62,10956.62,51197,0
Chicago,Weekly,8/23/2020 0:00,Organic,1.63,72575.71,712.2,5869.36,0,65994.15,17142.15,48852,0
Chicago,Weekly,8/16/2020 0:00,Organic,1.72,77318.46,756.85,5638.89,0,70922.72,14316.14,56606.58,0
Cincinnati/Dayton,Weekly,9/6/2020 0:00,Organic,1.63,20159.18,68.24,2862.63,0,17228.31,486.12,16742.19,0
Cincinnati/Dayton,Weekly,8/30/2020 0:00,Organic,1.6,20855.24,64.18,2888.78,0,17902.28,559.17,17343.11,0
Cincinnati/Dayton,Weekly,8/23/2020 0:00,Organic,1.47,20260.69,89.82,3195.93,0,16974.94,895.13,16079.81,0
Cincinnati/Dayton,Weekly,8/16/2020 0:00,Organic,1.45,23167.59,132.23,3045.47,0,19989.89,5429.7,14560.19,0
Columbus,Weekly,9/6/2020 0:00,Organic,1.46,11360.72,493.99,1153.81,0,9712.92,2101.48,7611.44,0
Columbus,Weekly,8/30/2020 0:00,Organic,1.42,11861.34,730.04,1488.91,0,9642.39,2154.17,7488.22,0
Columbus,Weekly,8/23/2020 0:00,Organic,1.42,11882.05,759.82,1677.16,0,9445.07,1772.03,7673.04,0
Columbus,Weekly,8/16/2020 0:00,Organic,1.43,12987.47,839.21,1302.99,0,10845.27,2646.85,8198.42,0
Dallas/Ft. Worth,Weekly,9/6/2020 0:00,Organic,1.24,45900.56,3593.56,127.25,288.05,41891.7,26371.89,15519.81,0
Dallas/Ft. Worth,Weekly,8/30/2020 0:00,Organic,1.2,51175.64,3712.23,273.33,173.81,47016.27,32490.38,14525.89,0
Dallas/Ft. Worth,Weekly,8/23/2020 0:00,Organic,1.21,49990.24,4277.97,153.27,239.05,45319.95,32468.25,12851.7,0
Dallas/Ft. Worth,Weekly,8/16/2020 0:00,Organic,1.23,52712.82,3952.02,207.13,151.07,48402.6,35425.65,12976.95,0
Denver,Weekly,9/6/2020 0:00,Organic,1.28,44188.47,14009.82,2038.99,4.59,28135.07,14936.14,13198.93,0
Denver,Weekly,8/30/2020 0:00,Organic,1.28,49799.2,16714.75,2016.81,0,31067.64,15855.87,15211.77,0
Denver,Weekly,8/23/2020 0:00,Organic,1.26,51167.53,9971.45,2338.87,0,38857.21,24885.83,13971.38,0
Denver,Weekly,8/16/2020 0:00,Organic,1.24,56862.74,9145.8,2398.74,0,45318.2,30238.57,15079.63,0
Detroit,Weekly,9/6/2020 0:00,Organic,1.38,22867.51,487.54,2518.89,0,19861.08,3731.63,16129.45,0
Detroit,Weekly,8/30/2020 0:00,Organic,1.39,22098.65,395.6,2987.85,0,18715.2,4275.6,14439.6,0
Detroit,Weekly,8/23/2020 0:00,Organic,1.43,21522.58,396.8,2596.36,1.43,18527.99,3527.87,15000.12,0
Detroit,Weekly,8/16/2020 0:00,Organic,1.43,23623.43,565.18,2386.16,0,20672.09,5248.18,15423.91,0
Grand Rapids,Weekly,9/6/2020 0:00,Organic,1.65,6534.12,162.69,1484.52,0,4886.91,4817.51,69.4,0
Grand Rapids,Weekly,8/30/2020 0:00,Organic,1.67,6761.48,21.93,1567.26,0,5172.29,5123.56,48.73,0
Grand Rapids,Weekly,8/23/2020 0:00,Organic,1.63,6023.27,42.58,1792.86,0,4187.83,4122.57,65.26,0
Grand Rapids,Weekly,8/16/2020 0:00,Organic,1.61,5041.46,87.2,906.01,0,4048.25,4031.83,16.42,0
Great Lakes,Weekly,9/6/2020 0:00,Organic,1.51,219915.24,5589.88,20009.28,9.27,194306.81,58623.64,135683.17,0
Great Lakes,Weekly,8/30/2020 0:00,Organic,1.51,225150.62,5484.12,26673.23,9.31,192983.96,56669.1,136314.86,0
Great Lakes,Weekly,8/23/2020 0:00,Organic,1.5,227582.83,5962.16,24108.83,23.37,197488.47,61804.22,135684.25,0
Great Lakes,Weekly,8/16/2020 0:00,Organic,1.54,242000.75,7151.39,21634.42,3.13,213211.81,65728.93,147482.88,0
Harrisburg/Scranton,Weekly,9/6/2020 0:00,Organic,1.6,11775.91,220.5,511.68,0,11043.73,10878.25,165.48,0
Harrisburg/Scranton,Weekly,8/30/2020 0:00,Organic,1.62,11631.19,197.11,541.7,0,10892.38,10717.23,175.15,0
Harrisburg/Scranton,Weekly,8/23/2020 0:00,Organic,1.63,11053.89,115.2,557.5,0,10381.19,10223.71,157.48,0
Harrisburg/Scranton,Weekly,8/16/2020 0:00,Organic,1.61,11791.44,211.72,640.89,0,10938.83,10779.88,158.95,0
Hartford/Springfield,Weekly,9/6/2020 0:00,Organic,2.15,16689.36,248.46,7103.76,0,9337.14,9333.81,3.33,0
Hartford/Springfield,Weekly,8/30/2020 0:00,Organic,2.18,16413.46,227.21,7617.85,0,8568.4,8558.4,10,0
Hartford/Springfield,Weekly,8/23/2020 0:00,Organic,2.13,15030.01,307.33,6633.93,0,8088.75,8072.08,16.67,0
Hartford/Springfield,Weekly,8/16/2020 0:00,Organic,1.98,15527.95,308.06,6565.72,0,8654.17,8654.17,0,0
Houston,Weekly,9/6/2020 0:00,Organic,1.3,37622.45,4752.81,17.56,0,32852.08,17867.23,14984.85,0
Houston,Weekly,8/30/2020 0:00,Organic,1.26,41511.32,4819.65,4.41,0,36687.26,23009.49,13677.77,0
